USER_ID,ITEM_ID,TIMESTAMP
21052,1,1565021158
10961,2,1564676194
10878,2,1565017749
10878,3,1565017798
10997,4,1564645435
10822,4,1564743544
10961,4,1564676027
10628,4,1564739375
10878,4,1565017781
10275,4,1564659273
22288,5,1565009218
11968,6,1564996314
22165,7,1564992591
22165,7,1564992651
11968,8,1564996871
13322,6,1564989873
11968,8,1565001600
11968,8,1564996302
21716,9,1564945515
11968,10,1564996332
11968,11,1565001133
11968,11,1564996342
11968,8,1565001082
2936,11,1564990637
3781,10,1564993384
11968,12,1564996281
19276,13,1565020048
22501,14,1564667304
11968,14,1564661007
22501,14,1564667792
12115,15,1564948232
10275,15,1564659322
10961,15,1564676016
10878,15,1565017766
13785,15,1564744722
11968,16,1564666722
21716,17,1564945560
21335,18,1564937089
11968,19,1564996327
22288,20,1565009041
11968,16,1564668163
11968,21,1565001158
14931,22,1564742487
11968,21,1564996321
10151,16,1565018995
15979,16,1564940331
8217,23,1565016856
9256,24,1564735533
22878,22,1564989567
11968,16,1564668576
8572,25,1564669492
19276,13,1565020022
22166,26,1564822815
11968,25,1564660979
6185,26,1564665662
2258,13,1564767736
982,13,1564741950
11968,27,1564661080
6209,25,1564753569
22784,28,1564668977
9718,29,1564745492
22851,29,1564851945
22840,30,1564763971
22898,31,1565009146
22818,31,1565005920
11968,32,1564661528
11751,33,1564667968
22272,31,1565019967
11968,33,1564661172
22288,34,1565009183
22773,34,1564996840
19276,35,1565020015
15913,31,1565001361
11968,33,1564665848
7765,31,1565011996
22501,13,1564674672
22773,34,1564996543
7623,31,1565021912
22810,36,1564749552
22170,36,1564756129
3182,37,1564994293
19369,38,1564693840
22170,36,1564755209
22453,39,1564845146
22851,36,1564830520
6106,37,1564668478
22288,38,1565009226
8990,36,1564747732
4142,40,1565004284
11962,40,1565016124
4683,40,1564995108
11962,40,1565016063
8177,40,1565008846
1302,41,1565004260
11968,41,1564668595
7314,42,1565021201
22784,41,1564668545
11968,41,1564666454
22777,42,1565022589
6356,43,1564996464
22836,44,1564763192
7393,45,1564822806
7612,46,1564752522
15838,43,1564866567
22902,47,1564999938
7910,48,1565003719
12700,43,1564731539
11968,49,1564661163
632,47,1564994482
22851,50,1564851999
19890,48,1564818751
22166,51,1564823325
632,52,1564760243
22850,52,1564776254
22784,48,1564667585
7393,45,1564837683
1590,48,1564990159
1887,52,1564770092
12123,52,1564842865
632,53,1564994642
22869,54,1564910552
21810,55,1565011051
12132,52,1564749467
3832,48,1564775343
22860,43,1564833465
22860,43,1564833504
20680,52,1564820530
16416,52,1564744412
6356,43,1564996615
6051,56,1564831751
4191,48,1565002976
7429,53,1564821793
1590,52,1564990119
7393,45,1564837729
22501,48,1565000599
10151,52,1565019152
10751,57,1564998594
10961,57,1564676041
11262,57,1564680220
10275,57,1564659353
13785,57,1564744851
10628,57,1564685363
6051,58,1564830781
234,59,1564665800
19276,60,1565019909
22784,59,1564667936
17146,59,1564884274
10961,61,1564676205
6209,58,1564753524
14931,62,1564742525
13322,63,1564757933
8600,64,1564656416
6209,64,1564753830
2031,65,1565011363
11548,65,1564734706
19130,66,1564934611
19130,66,1564935507
6887,67,1564762999
21956,63,1564667735
22181,68,1564919502
2936,66,1564842419
22843,67,1564765436
2031,69,1565011408
11548,69,1564734546
1525,70,1564672182
7796,70,1564657948
3647,70,1564655942
22438,70,1564815900
6869,70,1564646884
9289,70,1564664930
22808,70,1564744868
21357,70,1564700987
20155,70,1564693528
22841,70,1564763262
6564,70,1564664790
11623,70,1564646662
1887,70,1564770025
12700,70,1564731299
6077,71,1565004152
681,70,1564668340
6106,70,1564667313
22834,70,1564764671
22562,70,1564676705
712,70,1564665750
18465,70,1564772783
22562,70,1564668180
20987,70,1564657796
6913,70,1564670683
16526,70,1564667094
6270,70,1564656308
11962,70,1564657496
1062,70,1564639874
21678,70,1564737757
8398,70,1564657693
3832,70,1564666664
22438,70,1564816077
6209,72,1564753612
8572,72,1564669559
22784,73,1564668507
8572,74,1564669452
4142,75,1565004280
22784,76,1564668926
22868,77,1564864383
12803,78,1565004181
7735,78,1565013809
19511,79,1564956404
4438,80,1564997640
20155,78,1565005552
9424,76,1564667224
11968,81,1564661021
6356,75,1564994222
1146,82,1564647296
13081,83,1565005245
4683,75,1565005558
15712,84,1564659144
8700,85,1564670913
12980,79,1564861846
11968,82,1564660245
11761,79,1564677121
22207,78,1565010971
11968,86,1564661179
2692,87,1564734042
22501,88,1564997784
22288,79,1564735638
7786,78,1565003465
3755,83,1564923432
22851,82,1564782899
8030,89,1564665868
22288,82,1565008210
8572,85,1564739750
10047,26,1564732847
8572,82,1564739441
3408,82,1564647385
19276,90,1565019946
7314,88,1565021400
22028,91,1565015066
1134,82,1564656879
14438,77,1564823084
22391,82,1564651359
4848,84,1564659551
4584,76,1564669086
22851,82,1564851641
22018,83,1564749245
12803,88,1564993583
9718,86,1564669122
7902,78,1564811059
11968,88,1564996207
9547,82,1564653131
8009,88,1564998997
22288,92,1565009201
2936,93,1564842422
22884,93,1564990695
7432,93,1565002067
11155,93,1565005626
22667,93,1564901530
8548,94,1564950270
6098,95,1565014315
4142,95,1565004292
22166,95,1564823396
18635,96,1564675588
20680,95,1565015959
11962,95,1565016102
22926,97,1565015938
4312,98,1564739003
22288,98,1565008910
7782,98,1564748025
7673,95,1565002219
7349,98,1564737170
22765,99,1564679305
19005,99,1564761324
19005,99,1564761400
7327,100,1564666821
11968,100,1564660384
22860,100,1564833148
22918,101,1565008119
22667,102,1564901580
7119,103,1564998580
4191,104,1565002807
7902,105,1564811096
21186,106,1564832461
6793,104,1564993385
12617,107,1564662768
2672,104,1564988087
21186,106,1564833117
19276,108,1565017304
22851,108,1564852098
6051,106,1564831190
22891,104,1564994915
19276,108,1565016969
22796,109,1564679569
8700,107,1564670874
6051,106,1564831974
12943,103,1564878179
19642,110,1564765126
9547,104,1564992321
22773,103,1564997212
8572,107,1564739734
6887,111,1564763021
22667,112,1564902587
7612,110,1564752544
19797,113,1564649795
6051,114,1564831407
13081,104,1565005237
21186,106,1564992794
19005,115,1564761286
22667,105,1564901669
11968,107,1564660506
8572,116,1564669676
22851,117,1564851708
7612,94,1564752425
22773,118,1564997363
6314,119,1565020949
22336,117,1564999477
6356,120,1564996746
19276,121,1565012131
6887,121,1564762607
7911,121,1564668915
15712,122,1565004709
15712,122,1565013758
12700,123,1564731670
4598,124,1565013871
22836,125,1564763405
12700,117,1564732464
1073,66,1564999453
632,66,1564994603
7020,126,1564757708
8572,124,1564739158
7432,66,1565005305
3961,127,1564913345
12617,117,1565017775
22501,128,1564674695
21567,66,1564867915
11981,124,1564745920
22851,117,1564782948
11751,126,1564667830
12700,128,1564732310
7911,126,1564668059
19276,66,1565012194
15838,129,1564864700
11968,130,1564667882
5439,129,1564930122
22851,117,1564851679
19746,66,1564937741
15838,129,1564864585
9125,131,1565013009
3961,125,1564913209
2936,66,1564842422
1134,66,1565000845
22851,132,1564784473
22336,117,1564997601
22851,117,1564851766
22884,132,1564991613
6209,133,1564753744
13322,134,1564837119
9374,135,1564650104
9374,135,1564650621
19746,135,1564937828
4214,136,1564756007
19276,134,1565016683
1091,134,1564694342
8572,137,1564669573
2692,138,1564734908
22501,138,1564674933
2904,139,1564649893
6051,139,1564821141
13203,140,1564660914
14872,140,1564661465
14872,140,1564661426
15712,141,1565015292
6003,142,1564671745
22884,142,1564991596
6051,142,1564831711
19276,143,1565019979
2047,144,1564676346
8212,145,1564957302
14931,146,1564744001
8847,147,1564926222
2031,148,1565012108
4598,149,1565014023
21283,150,1565006252
16526,151,1564731382
940,152,1564738145
12700,153,1564731930
6051,151,1564825892
22869,149,1564910456
6051,150,1564831946
8572,146,1564670099
7015,154,1564655293
22841,155,1564763418
3961,152,1564909784
22667,148,1564901745
8787,146,1564662624
1525,146,1564674677
2936,156,1564990653
9383,150,1564741860
21139,146,1564684832
21186,150,1564993032
9795,156,1564999753
22181,149,1564919524
9139,157,1564943787
6764,158,1564682053
19642,159,1564764286
22771,160,1564648170
22831,160,1564762103
11999,160,1564733930
234,160,1564665560
7327,160,1564668890
13446,159,1565019246
234,161,1564665540
8177,161,1564823219
22831,161,1564762106
15712,162,1565004665
6356,163,1564994194
19276,164,1565019862
22773,164,1564665268
19276,165,1565019868
9672,165,1565014086
22773,166,1564665216
21956,163,1565011101
19276,164,1565001271
21080,166,1564863972
481,167,1564658054
19898,166,1564738253
12700,168,1564731824
9672,164,1565014073
8009,164,1564998940
13466,164,1565001411
2258,168,1564767618
764,165,1565011474
13966,165,1564999760
22667,169,1564901785
11981,163,1564991508
22773,165,1564665257
21228,170,1564761296
8848,166,1564650405
8848,165,1564650477
22913,164,1565003887
6098,164,1565013297
8572,171,1564739174
17917,163,1564991267
13466,165,1565001384
21080,166,1564864239
14931,172,1564742570
22288,173,1565008961
6216,173,1564742776
6959,174,1564834648
19325,174,1565017698
2131,174,1564678494
9139,175,1564943748
6077,176,1565018924
22918,177,1565007725
22884,178,1564990922
6959,178,1564834741
16066,179,1564627225
11968,180,1564660436
17033,180,1564653104
1590,180,1564662663
13790,181,1565019300
22281,181,1564658927
9718,182,1564651483
7334,183,1564987749
485,182,1564694162
22884,183,1564990914
19943,184,1564692467
6959,183,1564834745
7327,182,1564666380
11968,182,1564660269
22843,181,1564765452
396,185,1564956958
22882,185,1564989386
19325,186,1565017177
2131,186,1564679293
2936,187,1564990495
2170,188,1564946299
21707,189,1564676571
6207,188,1564998260
4562,190,1564754192
5183,188,1564999659
21707,189,1564660394
20418,191,1565009467
6915,188,1564994946
21254,188,1564930182
9534,188,1565010115
22451,188,1564658471
6106,192,1564668715
6505,188,1564998353
1091,193,1564694364
3177,194,1564774760
6077,188,1564997371
2379,188,1564994640
6049,188,1564991863
19359,191,1564992740
22869,188,1564907886
9718,188,1564745298
22836,192,1564762819
20112,190,1564679547
11968,188,1564996131
21707,189,1564676153
14872,188,1565020635
21716,188,1564945717
11288,195,1564636672
3781,188,1564993690
19898,188,1564647431
12961,188,1565014496
8807,196,1564740789
13208,188,1565018807
14412,188,1564993892
11065,188,1564919602
11548,196,1564735209
8666,190,1565002953
6365,197,1564674607
1486,188,1565015126
22884,189,1564990881
9109,188,1564676157
21994,190,1565005628
22919,188,1565007857
7673,188,1565002152
6154,188,1564999660
22889,198,1564993886
21707,189,1564676937
20953,188,1565005694
2258,188,1565020333
19511,191,1564956380
22165,188,1564992444
6915,188,1564996144
14524,188,1564968780
19089,188,1564930345
14931,190,1564744018
9202,188,1565013553
22909,188,1565002219
234,194,1564665441
12803,194,1564823722
12803,189,1564998727
8229,188,1564757867
21154,189,1564766729
7349,188,1564997292
22328,188,1565015288
6798,194,1564994076
4475,188,1565001312
660,199,1565017328
4475,188,1564995683
22807,188,1564927897
1583,188,1564994757
12056,188,1565012784
22851,117,1564851738
22891,188,1564994883
7782,189,1564747960
7393,200,1564820957
19943,199,1564692471
7952,188,1565014436
22814,192,1564753416
19511,191,1564956386
1245,197,1564851262
19369,188,1564955953
22899,188,1564998776
22898,188,1565000065
9878,201,1564654883
2672,188,1564988017
22892,188,1564995143
7337,188,1564998028
22902,188,1565000107
22326,202,1564676550
14826,188,1564952823
9795,192,1564743522
11968,188,1564666778
22887,188,1564992890
19642,200,1564764244
8666,188,1565003715
632,189,1564741938
8123,188,1565001461
6764,197,1564681865
21051,188,1564783732
2007,189,1564739790
21051,188,1564842667
20725,188,1564990002
21567,188,1564944802
9547,188,1564992388
6356,188,1564994818
7922,188,1565008487
11065,188,1564919469
8807,188,1565015934
22847,192,1564766966
22453,188,1564844257
19369,190,1564956006
17119,188,1564994340
18897,194,1564743142
21335,188,1564936964
22787,203,1564775055
22787,203,1564670107
22787,203,1564670066
19715,204,1564730664
15787,204,1564761298
12920,205,1564692555
17065,206,1564927150
632,204,1564647095
22878,207,1565021709
19558,205,1564637190
22842,206,1564764016
20680,208,1565014574
15712,204,1565004431
22833,204,1564763845
9795,204,1564820413
1590,204,1564661100
18365,204,1565002263
234,206,1564665494
1245,204,1564946035
6100,204,1564650086
19642,209,1564764256
6323,204,1564755223
6348,205,1564647033
19746,204,1564937472
7675,204,1564653124
20155,204,1564693041
11288,204,1564636360
9718,205,1564651616
1525,204,1564672395
7616,204,1564663939
6913,204,1564670976
6409,204,1564668413
12773,204,1564786304
11152,205,1564646235
2936,204,1564643807
22553,204,1564936344
17118,204,1564821563
6458,205,1564744946
792,204,1564647680
7314,207,1565021262
16156,204,1564650771
7735,207,1565018052
11152,204,1564646264
8126,204,1564671307
1146,205,1564646617
19113,205,1564624610
22336,204,1564766089
7334,207,1565017311
19325,207,1565017121
6207,204,1564650225
3408,204,1564647422
11999,206,1564733964
6869,204,1564644955
792,204,1564648114
22831,206,1564762023
15913,205,1564648719
6077,208,1565018933
22833,204,1564763839
18635,206,1565011872
5311,205,1564672494
6249,204,1564656215
7786,205,1564650152
1302,208,1565003976
1496,205,1564819094
6701,204,1564679454
4142,210,1564739011
4312,210,1564739225
22526,211,1564731986
22326,211,1564676448
5311,212,1564855413
22878,213,1564988102
396,214,1564990924
396,212,1564990912
11548,215,1564734608
1294,214,1565005169
12164,215,1564647876
396,215,1564990931
18023,216,1564661375
7314,217,1564856151
15712,218,1564659353
22773,217,1564733702
22909,216,1565013546
19898,216,1564673425
7314,217,1564845912
318,216,1564755892
2936,216,1564643855
19898,216,1564673465
792,219,1564664661
6793,220,1565002360
11643,219,1564760539
7334,217,1564739165
20987,216,1564658132
2904,216,1564649724
632,217,1564737572
21031,216,1565010013
11548,221,1564735241
6100,217,1564744637
8787,216,1564662083
9547,216,1564653414
19898,216,1564647383
20155,218,1564693370
19715,216,1564730699
8666,216,1564685402
8220,216,1564745172
6701,217,1564756898
19987,219,1564821959
21269,216,1564865524
7675,216,1564659682
22783,216,1564664844
13790,216,1565017791
22667,217,1564902030
7314,217,1564847186
6348,219,1564647013
7314,217,1564746187
1887,216,1564765548
8572,216,1564669886
19369,216,1564955702
17118,222,1564821676
9442,223,1564664210
14970,224,1564764544
13261,224,1564658231
